Cidade;Data;Hora;PM10;SO2;NO2;O3;CO
Guaiba;03/08/2019;16:00;13,75;0,61;;48,35;2,22
Guaiba;03/08/2019;17:00;13,25;0,52;;46,62;2,21
Guaiba;03/08/2019;18:00;13,75;0,43;1,92;40,82;2,22
Guaiba;03/08/2019;19:00;20,75;0,49;9,08;28,91;2,25
Guaiba;03/08/2019;20:00;18,75;0,52;10,26;25,62;2,29
Guaiba;03/08/2019;21:00;22,5;0,65;7,8;29,22;2,34
Guaiba;03/08/2019;22:00;12,25;0,57;4,06;37,24;2,29
Guaiba;03/08/2019;23:00;30,75;0,69;18,14;23,83;2,63
Guaiba;04/08/2019;0:00;32,75;0,66;18,64;12,5;2,6
Guaiba;04/08/2019;1:00;37;0,76;20,93;0,49;2,53
Guaiba;04/08/2019;2:00;13,75;0,54;15,08;2,97;2,34
Guaiba;04/08/2019;3:00;19,5;0,55;18,29;1,26;2,43
Guaiba;04/08/2019;4:00;17,25;0,57;14,57;1,02;2,48
Guaiba;04/08/2019;5:00;16,5;0,56;12,45;4,83;2,42
Guaiba;04/08/2019;6:00;15,5;0,56;9,24;3,74;2,43
Guaiba;04/08/2019;7:00;18,5;0,71;10,37;0,49;2,54
Guaiba;04/08/2019;8:00;21,25;0,74;9,92;3,55;2,51
Guaiba;04/08/2019;9:00;13,25;0,63;4,67;12,78;2,32
Guaiba;04/08/2019;10:00;9;0,61;0,375;42,04;2,25
Guaiba;04/08/2019;11:00;13,75;3,03;3,75;44,53;2,22
Guaiba;04/08/2019;12:00;12;5,24;6,04;43,87;2,23
Guaiba;04/08/2019;13:00;13,25;7,22;7,61;42,5;2,24
Guaiba;04/08/2019;14:00;11;10,98;10,83;41,37;2,23
Guaiba;04/08/2019;15:00;7;5,94;5,85;47,12;2,2
Guaiba;04/08/2019;16:00;15,25;1,04;0,375;52,32;2,21
Guaiba;04/08/2019;17:00;17,25;1,34;1,99;47,52;2,25
Guaiba;04/08/2019;18:00;20,5;1,48;3,33;45,02;2,29
Guaiba;04/08/2019;19:00;20,75;0,9;5,02;43,65;2,3
Guaiba;04/08/2019;20:00;19,75;0,76;4,09;42,92;2,31
Guaiba;04/08/2019;21:00;23,25;0,7;7,95;37,01;2,37
Guaiba;04/08/2019;22:00;21;0,64;7,08;36,46;2,38
Guaiba;04/08/2019;23:00;21,5;0,61;5,61;33,47;2,41
Guaiba;05/08/2019;0:00;33;0,7;23,55;6,89;2,63
Guaiba;05/08/2019;1:00;22;0,59;2,75;31,89;2,34
Guaiba;05/08/2019;2:00;16,25;0,55;0,375;36,59;2,29
Guaiba;05/08/2019;3:00;19,25;0,61;16,81;8,88;2,35
Guaiba;05/08/2019;4:00;19;0,59;18,29;1,02;2,4
Guaiba;05/08/2019;5:00;19,5;0,57;14,27;3,96;2,42
Guaiba;05/08/2019;6:00;20;0,63;16,06;1,82;2,43
Guaiba;05/08/2019;7:00;45;1,42;20,69;0,49;2,64
Guaiba;05/08/2019;8:00;75,75;1,82;23,58;1,41;3,06
Guaiba;05/08/2019;9:00;27,25;0,91;14,68;14,6;2,46
Guaiba;05/08/2019;10:00;30,25;1,08;16,94;13,29;2,42
Guaiba;05/08/2019;11:00;22,75;1,17;19,5;23,48;2,45
Guaiba;05/08/2019;12:00;27,75;1,13;23,64;39,3;2,46
Guaiba;05/08/2019;13:00;23,5;1,41;17,45;46,12;2,39
Guaiba;05/08/2019;14:00;29,5;1,48;15,52;52,51;2,39
Guaiba;05/08/2019;15:00;28,5;1,74;17,01;56,14;2,39
Guaiba;05/08/2019;16:00;33,75;3,07;22,1;58,08;2,41
Guaiba;05/08/2019;17:00;34;0,98;24,33;43,26;2,43
Guaiba;05/08/2019;18:00;45;1,18;39,29;18,57;2,64
Guaiba;05/08/2019;19:00;48;1,82;30,91;19,88;2,68
Guaiba;05/08/2019;20:00;48,75;2,21;31,43;14,89;2,71
Guaiba;05/08/2019;21:00;61,5;1,8;37,05;3,54;2,91
Guaiba;05/08/2019;22:00;70,75;1,65;32,46;1,98;3
Guaiba;05/08/2019;23:00;97;2,29;25,54;1,31;3,71
Guaiba;06/08/2019;0:00;56,25;1,31;21,86;0,49;2,87
Guaiba;06/08/2019;1:00;72,25;1,96;17,11;0,49;3,29
Guaiba;06/08/2019;2:00;42;1,17;16,51;0,49;2,79
Guaiba;06/08/2019;3:00;33,5;1,1;15,72;0,49;2,7
Guaiba;06/08/2019;4:00;34;1,15;12,14;0,49;2,65
Guaiba;06/08/2019;5:00;33;1,09;9,67;0,49;2,56
Guaiba;06/08/2019;6:00;34,75;1,06;11,12;0,49;2,54
Guaiba;06/08/2019;7:00;61,25;1,56;14,15;0,49;3,19
Guaiba;06/08/2019;8:00;77,25;1,77;20,74;1,97;3,07
Guaiba;06/08/2019;9:00;67,25;1,55;40,29;11,33;2,8
Guaiba;06/08/2019;10:00;43,75;1,47;21,23;12,69;2,53
Guaiba;06/08/2019;11:00;17,5;1,41;10,51;27,68;2,36
Guaiba;06/08/2019;12:00;17,25;1,21;7,46;39,37;2,37
Guaiba;06/08/2019;13:00;32,75;1,14;9,56;49,24;2,43
Guaiba;06/08/2019;14:00;35,67;1,09;8,64;57,85;2,44
Guaiba;06/08/2019;15:00;27,25;0,98;7,3;68,41;2,4
Guaiba;06/08/2019;16:00;34,75;0,93;14,26;66,23;2,41
Guaiba;06/08/2019;17:00;53,5;4,28;35,77;59,28;2,61
Guaiba;06/08/2019;18:00;87;14,59;61,64;31,83;2,88
Guaiba;06/08/2019;19:00;78,25;6,9;56,07;19,19;2,99
Guaiba;06/08/2019;20:00;125,8;4,68;51,46;1,31;3,66
Guaiba;06/08/2019;21:00;138,8;3,29;58,59;0,49;3,49
Guaiba;06/08/2019;22:00;113,5;2,89;43,52;0,49;3,74
Guaiba;06/08/2019;23:00;105,5;2,81;37,56;0,49;3,89
Guaiba;07/08/2019;0:00;76,25;2,14;33,57;0,49;3,29
Guaiba;07/08/2019;1:00;57,75;1,74;34,58;0,49;2,95
Guaiba;07/08/2019;2:00;60,75;1,78;24,09;0,49;3,17
Guaiba;07/08/2019;3:00;53,5;1,44;21,65;0,49;2,96
Guaiba;07/08/2019;4:00;46,25;1,3;24,36;0,49;2,72
Guaiba;07/08/2019;5:00;47,5;1,23;21,58;0,49;2,68
Guaiba;07/08/2019;6:00;48,75;1,29;19,6;0,49;2,73
Guaiba;07/08/2019;7:00;86;2,27;26,22;0,49;3,23
Guaiba;07/08/2019;8:00;164;3,58;31,2;0,98;4,11
Guaiba;07/08/2019;9:00;101;2,36;42,61;5,71;3,27
Guaiba;07/08/2019;10:00;32,5;1,7;12,8;24,56;2,45
Guaiba;07/08/2019;11:00;20,25;1,56;3,41;40,02;2,36
Guaiba;07/08/2019;12:00;20;1,38;2,47;52,46;2,35
Guaiba;07/08/2019;13:00;19,5;1,22;2,06;62,09;2,35
Guaiba;07/08/2019;14:00;19;1,2;0,375;63,93;2,34
Guaiba;07/08/2019;15:00;17,75;1,03;0,88;60,83;2,33
Guaiba;07/08/2019;16:00;22;0,97;1,37;59,27;2,33
Guaiba;07/08/2019;17:00;29,5;0,85;5,31;57,58;2,35
Guaiba;07/08/2019;18:00;121;1,51;49,85;10,07;2,98
Guaiba;07/08/2019;19:00;126,8;1,68;52,11;10,7;3,11
Guaiba;07/08/2019;20:00;116,5;1,79;54,77;3,66;3,16
Guaiba;07/08/2019;21:00;200,8;2,45;51,44;1,03;3,66
Guaiba;07/08/2019;22:00;108;1,72;39,73;0,49;3,17
Guaiba;07/08/2019;23:00;74,5;1,35;49,82;2,28;3,11
Guaiba;08/08/2019;0:00;56,75;1,18;40,54;6,46;2,82
Guaiba;08/08/2019;1:00;40,75;0,94;25,9;4,41;2,66
Guaiba;08/08/2019;2:00;38,75;0,86;21,97;8,07;2,56
Guaiba;08/08/2019;3:00;40;0,82;23,65;3,06;2,58
Guaiba;08/08/2019;4:00;35;1,35;19,22;10,06;2,52
Guaiba;08/08/2019;5:00;44,25;1,32;26,03;1,36;2,56
Guaiba;08/08/2019;6:00;43,25;1,13;19,86;8,66;2,53
Guaiba;08/08/2019;7:00;44,75;1,73;24,34;6,43;2,6
Guaiba;08/08/2019;8:00;58,5;2,39;19,3;9,99;2,65
Guaiba;08/08/2019;9:00;62;1,77;27,61;9,4;2,77
Guaiba;08/08/2019;10:00;68,5;2,1;37,19;19,99;2,79
